dataset,measure,value,region,period,typ
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Liczba wydanych decyzji odmownych,67,,2025-Q1,Renty z tytułu niezdolności do pracy razem w tym renty z tytułu niezdolności do pracy wypadkowe
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Liczba wydanych decyzji odmownych,146,,2025-Q1,Renty rodzinne
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,2.1%,,2025-Q1,OGÓŁEM
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,5.2%,,2025-Q1,Emerytury razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,1.7%,,2025-Q1,Renty razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,9.2%,,2025-Q1,Renty z tytułu niezdolności do pracy razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,14.5%,,2025-Q1,Renty z tytułu niezdolności do pracy razem w tym renty z tytułu niezdolności do pracy wypadkowe
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Udział odmownych decyzji do ogółem wydanych decyzji,0.2%,,2025-Q1,Renty rodzinne
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,710,,2025-Q1,OGÓŁEM
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,111,,2025-Q1,Emerytury razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,599,,2025-Q1,Renty razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,144,,2025-Q1,Renty z tytułu niezdolności do pracy razem
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,8,,2025-Q1,Renty z tytułu niezdolności do pracy razem w tym renty z tytułu niezdolności do pracy wypadkowe
TABLICA 7. DECYZJE I POSTĘPOWANIA UMORZONE W SPRAWACH O EMERYTURY I RENTY WEDŁUG WOJEWÓDZTW,Postępowania umorzone,455,,2025-Q1,Renty rodzinne
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 091.04,OGÓŁEM,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 080.05,dolnośląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 142.83,kujawsko-pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 092.48,lubelskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 030.23,lubuskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 115.03,łódzkie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 043.20,małopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 105.94,mazowieckie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 117.12,opolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 069.69,podkarpackie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 123.92,podlaskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 115.66,pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 020.23,śląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 085.43,świętokrzyskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 131.28,warmińsko-mazurskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 050.89,wielkopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,2 116.58,zachodniopomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,935.33,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,1 064.55,MON,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,913.98,MSWiA,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",ogółem,835.64,MS,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 107.21,OGÓŁEM,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 099.94,dolnośląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 156.26,kujawsko-pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 107.03,lubelskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 040.61,lubuskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 110.29,łódzkie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 062.34,małopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 125.26,mazowieckie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 122.11,opolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 093.24,podkarpackie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 137.96,podlaskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 136.23,pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 031.36,śląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 102.56,świętokrzyskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 155.85,warmińsko-mazurskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 069.68,wielkopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,2 133.53,zachodniopomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,935.33,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,1 064.55,MON,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,913.98,MSWiA,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,835.64,MS,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 030.72,OGÓŁEM,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,1 998.87,dolnośląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 092.36,kujawsko-pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 038.61,lubelskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,1 998.82,lubuskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 141.49,łódzkie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 001.37,małopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 018.44,mazowieckie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 084.41,opolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,1 998.45,podkarpackie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 066.26,podlaskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 051.30,pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,1 975.16,śląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 016.25,świętokrzyskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 046.68,warmińsko-mazurskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,1 984.32,wielkopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,2 049.10,zachodniopomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,-,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,-,MON,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,-,MSWiA,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty,-,MS,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,1 992.14,OGÓŁEM,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,1 976.20,dolnośląskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,2 030.06,kujawsko-pomorskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,2 006.85,lubelskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,1 972.70,lubuskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,2 001.14,łódzkie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,1 984.54,małopolskie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,1 985.62,mazowieckie,2025,
"TABLICA 8 (20). PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ PRZECIĘTNE MIESIĘCZNE ŚWIADCZENIE EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,2 017.66,opolskie,2025,
