TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Wielka Brytania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,W≥ochy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,do paÒstw objÍtych umowami dwustronnymi razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Australia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Bia≥oruú,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Izrael,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Kanada,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Quebec,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Korea,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Macedonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Mo≥dawia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Mongolia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Turcja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,Ukraina,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,w tym: renty z tytu≥u niezdolnoúci do pracy wypadkowe Kwota wyp≥at w z≥,-,USA,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,376,OG”£EM,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,åwiadczenia zbiegowe,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,358,do paÒstw UE/EFTA i Wielkiej Brytanii razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,8,Austria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,8,Belgia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,5,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,2,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Litwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,Luksemburg,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,2,£otwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Malta,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,312,Niemcy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Norwegia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Portugalia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Rumunia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,3,S≥owacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,S≥owenia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Szwajcaria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,2,Szwecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,WÍgry,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,8,Wielka Brytania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,1,W≥ochy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,18,do paÒstw objÍtych umowami dwustronnymi razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Australia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Bia≥oruú,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Izrael,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,4,Kanada,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Quebec,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Korea,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Macedonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Mo≥dawia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Mongolia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,-,Turcja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,9,Ukraina,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne PrzeciÍtna liczba osÛb,5,USA,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,1259448.88,OG”£EM,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,åwiadczenia zbiegowe,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,1164930.80,do paÒstw UE/EFTA i Wielkiej Brytanii razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,31105.27,Austria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,16677.02,Belgia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,5440.83,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,5440.83,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,88.03,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,5440.83,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,20863.31,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,8367.05,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,5440.83,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Renty rodzinne Kwota wyp≥at w z≥,6449.19,Litwa,,;;;
